video_id,video_name,minute,text
p0opXBswvWo,Other Input Spaces,4-5,"this it can make it different, right? So in particular if we just gave the numbers. Then it's kind of signalling to the algorithm that blonde is halfway between brown and black, which doesn't really make sense. We could reorder these. Actually the RGB idea doesn't seem so bad to me. >> [UNKNOWN] of course, you have an interesting question of what's the real RGB value. It implies that somehow interpreting between them Make sense. >> That's right, that's right. >> It also implies an order right. It implies that the scalar order of RGB is somehow mean something that it's no different from saying red is one and beige is two. So, if we multiply it, for example, by a positive coefficient then the more RGB you have The better or the worse, right? >> Hmm. Interesting. Though, in fact what I had in mind here is for RGB, it's three different hair colors. >> I thought the g stood for green. >> There's, people don't have green hair, they have gray hair. >> But I thought the g in RGB stood for"
p0opXBswvWo,Other Input Spaces,5-6,"green. Yeah it does usually but I'm making a hair joke. [LAUGH] >> Oh oh. I am sorry. I am glad you explained that. You know Michael. >> No problem sir. >> I really, I really like the [UNKNOWN] factor idea. >> Yeah so I think. I think. I imaging that we are going to return to this issues when we start actually encoding problems as mission learning problems. >> I think your right. >> But I think that's I think that's said about regression for the time being. >> I agree."
E-9H6v2WqLo,Conclusion,0-1,"So, Charles, what did we learn about regression? >> well, we learned a bunch of interesting historical facts about where the word came from, which I thought was interesting anyway. >> Oh good. >> We learned about model selection and overfitting. And underfitting. And fitting in general, cross validation. >> Talked about, how to do linear and polynomial regression. >> Yeah. >> That the best constant, that the best constant in terms of squared error is the mean. >> Mh-hm >> These little cocktails for that. >> Well we also did the same thing for well we talked about the process for how you do it in genreral for any polynomial function. >> I think that's everything. >> Well one more thing, and we talked a little bit about representation, and how to make that work in regression. >> Great, we talked about input representations"
E-9H6v2WqLo,Conclusion,1-2,"and what some of the issues are. There. >> Yeah. >> Great, I think that's, I think that's a good amount. >> I think so, too."
L_6idb3ZXB0,Neural Networks,0-1,"Hey Charles. How's it goin'? >> It's going pretty well Michael. How are things going with you? >> Good. You know I'm excited to tell you about neural networks today. You may be familiar with neural networks because you have one, in your head. >> I do? >> Well, yeah. I mean, you have a network neurons. Like, you know, you know neurons, like brain cells. Let me, let me, I'll draw you one. >> Okay. >> So this is my template drawing, a nerve cell, a neuron. And you can, you know, you've got billions and billions of these inside your head. And they have you know, most of them have a pretty similar structure, that there's the, there's the kind of the main part of the cell called the cell body. And then there's this thing called an axon which kind of is like a wire going forward to a set of synapses which are kind of little gaps between this neuron and some other neuron. And what happens is, information spike trains >> Woo woo! >> Travel down the axon. When the cell body fires it has an electrical impulse"
L_6idb3ZXB0,Neural Networks,1-2,"it travels down the, the, the axon and then causes across the synapses excitation to occur on other neurons which themselves can fire. Again by sending out spike trains. And so they're very much a kind of a computational unit and they're very, very complicated. To a first approximation, as is often true with first approximations they're very simple. Sort of by definition of first approximation. So what, what, in the field of artificial neural networks we have kind of a cartoonish version of the neuron and networks of neurons and we actually. Put them together to compute various things. And one of the nice things about the, the way that they're set up is that they can be tuned or changed so that they fire under different conditions and therefore compute different things. And they can be trained through a learning process. So that's what we're going to talk through if you haven't heard about this before. >> Okay. >> So we can replace this sort of detailed version of a"
L_6idb3ZXB0,Neural Networks,2-3,"neuron with a very abstracted way kind of notion of a neuron. And here's how it's going to work. We're going to have inputs that are kind of you know, think of them as firing rates or the strength of inputs. X1, X2, and X3 in this case. Those are multiplied by weight, w1, w2, w3 correspondingly. And so the weights kind of turn up the gain or the sensitivity of the neuron, this unit, to each of the inputs respectively. Then what we're going to do is we're going to sum them up. So we're going to sum. Over all the inputs. The strength of the input times the weight, and that's going to be the activation. Then we're going to ask is that greater than, or equal to the firing threshold. And if it is, then we're going to say the output is one, and if it's not, we're going to say the output is zero. So this is"
L_6idb3ZXB0,Neural Networks,3-4,"a particular kind of neural net unit called Perceptron. Which is a very sexy name because they had very sexy names in the 50s >> They did. >> When this was first developed. Alright? So this, this whole neuron concept gets boiled down to something much simpler, which is just, a linear sum followed by a threshold, thresholding operation, right? So it's worth kind of thinking, how can we, what sort of things can this, can networks of these kinds of units compute? So, let's see if we can figure some of those things out."
VwCMm3llk1s,How Powerful is a Perceptron Unit,0-1,"Alright ,just to make sure that you understand. let's let's think through an example. let's imagine, that we've gotta a neuron. We got one of these perception units. And the input, to it ,is one, zero negative one point five. For the three different, inputs in this case. And the corresponding weights, are half three fifths and one... And the threshold, let's say is zero, meaning that it should fire, if the weighted sum is above zero, or equal to zero, and otherwise, it should not fire. So, what I'd like you to compute, is based, on these numbers, what the output y would be in this case Alright Charles you want to help us kind of work through this example? >> Sure. So ,we multiply x1 times w1 so that gives us a half >> Um-huh. >> We multiply zero times three fifth which would get a zero. >> Um-huh. >> And we multiply minus one point five times one. Which will give us minus three halves. And so, the answers negative. Whatever it is. >> It is right, so it's, this was negative ahead, negative one and a half plus a half, so it should be negative one. >> Right. >> And, but that's not the output that we should actually produce, right? That's the activation. What do we do with the activation? >> Well we see if the activation is above our threshold fata, which in this case is zero, and it is not So the output should be zero. >> Good. Alright. Well we'd like to try to get an understanding of how powerful one of these perceptron units are. So, what is it that they actually do? So they, they return, in this case either 0 or 1 as a function of a bunch of inputs. So let's just for simplicity of visualization, let's just imagine that we've got 2 inputs, X1 and X2. So Charles, how could we represent the region in this input space that is going to get an output of 0 versus the region that's going to get an output of 1. >> Order the weights. >> Right. So indeed, the weights matter. So let's, let's give some concrete values to these weights. And let's just say, just making these up that weight 1 is a half, weight 2 is a half, and our threshold data is three quarters. So now what we want to do is again, break up this, this space into where's it going to return 1 and where's it going to return 0. >> Okay, so I think I know how to figure this out. So, there's kind of"
VwCMm3llk1s,How Powerful is a Perceptron Unit,1-2,"an, there's 2 sort of extreme examples, so let's take a case where X1 is 0. >> X1 is 0. Okay, good. So that's this Y axis, uh-huh. >> Alright. So if X1 is 0, what value would X2 have to be in order to break a threshold of three quarters? Well, the weight on X2 is a half. >> Mm-hm. >> So then, the value of X2 would have to be twice as much as the threshold which in this case is one and a half. >> Right. So we're trying to figure out where is it, if X1 is 0, where does X2 need to be so that we're exactly at the threshold. So that's going to be. >> Right. >> The X2 times the weight, which is half has to exactly equal the threshold which is three quarters. So, if we just solve that out, you get X2 equals 3 halves. So okay that's this point here. That's going to be a dividing line. So anywhere above here, what's it going to return? >> It will return, it will break the threshold, and so it will return a 1. >> These are all going to be 1s and then below this these are all going to be 0s. >> Right."
VwCMm3llk1s,How Powerful is a Perceptron Unit,2-3,">> Alright. Well now we have a very, very skinny version of the picture. [LAUGH] Well what else can we do? >> Well we can do the same thing that we just did except we can swap X2 and X1 because, they have the same weight. So, we could say X2 equal to 0 and figure out what the value of X1 has to be. >> Good, and that seems like it would be exactly the same algebra, and so we get X1 is 3 halves, gives us at the one and a half point above here are going to be 1s and below here are going to be 0s. Okay, so now we've got 2 very narrow windows, but what we notice is that the relationships are all linear here. So solving this linear inequality gets us a picture like this. So this perceptron computes a kind of half plane right? So, so the half of the, the plane that's above this line, the half plane thatt's above this line is getting us the 1 answers and below that line is giving us a zero answers. >> So Michael can we generalize from this, so you're telling me then that because of the linear relationship"
VwCMm3llk1s,How Powerful is a Perceptron Unit,3-4,"drawn out by a perceptron that perceptrons are always going to compute lines. >> Yeah. Always going to compute, yeah these half planes right. So there's a dividing line where you're equal to the threshold and that's always going to be a linear function and then it's going to be you know, to the right of it or to the left of it, above it or below it but its always halves at that point. >> Okay, so perception is a linear function, and it computes hyperplanes. >> Yeah, which maybe in some sense it doesn't seem that interesting, but it turns out we're already in a position to compute something fascinating. So let's do a quiz."
QA2PatOWYTw,How Powerful is a Perceptron Unit Quiz Quiz Solution - Georgia Tech - Machine Learning,0-1,"So this example that we, you know, created just at random actually is it computes an interesting function. So let's, let's focus on just the case where our X1 is in the set zero, one and X2 is in the set zero, one. So those are the only inputs that we care about, combinations of those. What is Y computing here? What is the name of that relationship that function that's being computed? And so, just as a hint, there's a, there's a, there's a nice short one-word answer to this if you can kind of plug it through and see what it is that it's computing. Charles, can you figure this out? >> Yes, I believe I can. So, the first thing to note is that because we're sticking with just 0 and 1, and not all possible values in between, we're thinking about a binary function. And the output is also binary. Which makes me think of Boolean functions, where zero represents false and one represents true, which is a common trick in machine learning. >> Alright, so and let me, let me mark those on the picture here. So we're talking about the only four combinations are here. And you're saying in particular. That we're interpreting these as combinations of true and false. >> Right >> False, false true false, false true and true, true. >> Exactly and if you look at it the only way that you get something above the line is when both are true. And that is called and. >> Also take conjunction. Right, exactly so, exactly so. So this is, even though"
QA2PatOWYTw,How Powerful is a Perceptron Unit Quiz Quiz Solution - Georgia Tech - Machine Learning,1-2,"we're, you know we're setting these numerical values but it actually is, gives us a way of specifying a kind of logic key. >> Right. So here's a question for you Michael. Could we do or? >> That's a very good question. Or looks a lot like And in this space, it, it seems like it aught to be possible. So let's let's do that as a quiz. ."
CXijskL6MkU,How Powerful is a Perceptron Unit OR Quiz Quiz Solution - Georgia Tech - Machine Learning,0-1,"Alright, so we're going to go in the opposite direction now. And we're saying, we're going to tell you what we want y to be, we want y to be the or function. So it should be outputting a one if either x one or x two is one, and otherwise it should output a zero. And what you need to do is fill in numbers for weight one, weight two, and theta so that it has that semantics. Now, just so you know, there is no unique answer here. There's a whole bunch of answers that will work, but we're going to check to see that you've actually typed in one that, that works. Alright Charles, let's, let's figure this one out. It turns out, as I said, there's lots of different ways to make this work, but, what we're going to do is move that line that we had for conjunction. If we, what we really want to do now is figure out how to move it down ,so that now, these three points, are, in the green zone. They're going to output, one, because they're the or, and the only one in the, that's left in the zero zone in the, in the red zone is the zero, zero case. >> Right. >> So, How are we going to be able to do that? >> Well, since ,we want it to be case that, either, X2 or X1, being one get you above the line, then, we need a threshold and a set of weights ,that put either one of them over. You don't have to have both of them, you only need one of them. >> Okay. >> So, let's imagine a case where X1 is one and X2 is zero ,then basically, oh, there you're right, there's a whole lot of answers, so a weight of 1, for X1, would give you a one. Right?"
CXijskL6MkU,How Powerful is a Perceptron Unit OR Quiz Quiz Solution - Georgia Tech - Machine Learning,1-2,">> Yes, Huh >> And so, if we made the threshold 1, that would work. >> What about weight 2? >> Well, we do exactly the same thing. So, we set, weight 2 equal to 1. And that means, that in the case where both of them are 0, you get 0 plus 0, which gives you something less than 1. If ,one of them is 1 and the other is 0, you get 1, which gives you right at the threshold. And, if both of them, are, one then you get two, which is still greater than one. >> Good, alright, that seems like it worked. The other way we could do it, is we can keep the weights at in another way we can do it, is keep the weights where they were before, that just moves this line nice and smoothly down. And then, right? So before, we had a, a threshold of, one and a half. Now we need a threshold of, like, a half ,ought to do it. >> Yep. >> Or even less, as long as it's greater than zero. So, a quarter should work, as well. >> So, good, so, lots, lots of different ways"
CXijskL6MkU,How Powerful is a Perceptron Unit OR Quiz Quiz Solution - Georgia Tech - Machine Learning,2-3,"to do that. And, cool. Can we do not? >> What's not of two variables? >> That's a good question. Let's do not of one variable, then. >> Okay."
dPzpnAEe1hg,How Powerful is a Perceptron Unit NOT Quiz Quiz Solution - Georgia Tech - Machine Learning,0-1,"Maybe you should help me finish this picture here. So what we've got is X1 is our variable and so we can take on any sort of values. And I marked negative one, zero, and one here. And if we're doing not, right, then what should the output be for each of these different values of X1? So like if the, if the, if X1 is zero, then we want the output to be. >> one. >> One. And if X1 is one, we want the output to be >> Zero. >> Zero. All right, so now what we'd like you to do is say okay, what should weight one be and what should theta be so that this, you get, we get this kind of knot behavior. Alright Charles, you were about to say, how we could do this. >> I think the answer is, simply, that we basically need to flip the, here's my thinking. We need to flip zero and one, which suggests that either our weight or our threshold needs to be negative. And since we, we The threshold is in above, it's going to end up being our weight being negative. So, let's say, if we have a zero, we want to turn that into something above the threshold and if it's a one, we want it to be below the threshold. So, why don't we make the weight negative one. >> Okay. >> And that, that turn a zero into a zero and it will turn a one into a minus one. Alright. >> And so, then the threshold just has to be zero. >> So that would mean that anything, I see, so anything that's negative will be greater than, zero or negative would be greater than or equal to the threshold. And anything on the other side of that. would be under the threshold. So"
dPzpnAEe1hg,How Powerful is a Perceptron Unit NOT Quiz Quiz Solution - Georgia Tech - Machine Learning,1-2,"we get this kind of dividing line at one, so were taking advantage of the fact the equation had a greater than or equal to in it. So, yeah, right, that ought to be a Not. So ,we've got And, Or, and Not are all expressible, as perceptron units. So and, or, and not are all expressible as perceptron units. >> Hey that's great because if we have AND, OR, and NOT, then we can represent any Boolean function. >> Well, do we know that? We know that if we combine them together, we combine these perceptron units together Can we, can we express any perceptron, oh sorry, any boolean function that we want using a single perception? >> So, what do we normally do in this case? So ,what's the most evil function we can think of? >> Yes indeed, we'll when we're woking on, on decision trees The thing that was so evil was the XOR, the called parity more generally. >> Right. >> So, alright. I mean, may, maybe if we can do that, we can do anything. So, let's, let's give it a shot."
2KUq_Ou-7FY,XOR as Perceptron Network Quiz - Georgia Tech - Machine Learning,0-1,"Alright so here's what we're going to do. We're going to try to figure out how to draw sorry, compute XOR as instead of a single perceptron, which we know is impossible, we can do it as a network of perceptron. Just to, to make it easier for you, here's how we're going to set it up. That we're, we've x1 and x2 as our inputs We've got two units. This first unit is just going to compute and add and we already know how to do that. We've already figured out what weights need to be, here and here. And what the threshold needs to be, so that the output will be the and of those two inputs. So, that's all good. But ,what we don't know ,eh, what, what, it turns out to be the case, that the second unit, with now three inputs, X1, X2, and the and of X1 and X2, can also be made to, or can be, can be, now, we can set the weights on that, so that the output is going to be X or. So, what we'd like you to do is, figure out how to do that. How do you set this weight - Is the input of X1, this way which is the and input, and this way which is the X2 input, and the threshold. So that ,it's going to actually"
2KUq_Ou-7FY,XOR as Perceptron Network Quiz - Georgia Tech - Machine Learning,1-2,"compute an X or. And, and just so you know, this is not a trick question. You really can do it this time."
5rAhHGimTOU,XOR as Perceptron Network Quiz Solution - Georgia Tech - Machine Learning,0-1,"So, okay, so, how we, how we going to solve this? >> Okay, so, I guess the first thing to do is if you look at the table you have at the bottom, it tells us what the truth tables are for AND and XOR, alright? So, we know that Boolean functions, can all be represented as combinations of and or N not. So, I'm going to recommend you feel out that empty column with OR. >> So, OR is like that. >> Right. And you'll notice, if you look at AND OR and XOR that, OR looks just like XOR except ,at the very last row. >> In the second, okay good, uh-huh, and in that row. >> Right, and, AND on the other hand, tells us a one only on the last row. So what, I'm going to suggest that we really want that last node to do in your drawing, is to compute the or of X1 or X2."
5rAhHGimTOU,XOR as Perceptron Network Quiz Solution - Georgia Tech - Machine Learning,1-2,"And produce the right answer, except in the case of the last row, which we only want to turn off when and happens to be true. So ,really what that node is, is computing or minus and. >> Alright, so how do we make this or minus and? So the way we did or before Well we did it a couple of different ways. But one is we gave weights of one on the two inputs. And then a threshold of one. And that made, ignoring everything else at the moment, this unit will now turn on if either x1 or x2 are on. And otherwise it will stay off. >> Right. So what's the worst case? The lowest value that you can get. Is when one of those is one and one of those is zero, which means that the, sum into those will be, in fact, one. >> Yeah. >> Right? So, if the AND comes out as being true, it's going to give us some positive value. So, if we just simply have"
5rAhHGimTOU,XOR as Perceptron Network Quiz Solution - Georgia Tech - Machine Learning,2-3,"a negative wait there, that will subtract out. Exactly in the case ,when AND is on. It's not going to quite give us the answer we want, but it's a good place to start to think about it. >> Alright, so like just a negative weight, like negative one. >> Mm-hmm. >> Alright. So does that work? >> Not quite. >> Alright, and why doesn't it work? Because if, well certainly when and is off then we really are just getting the or, that's all good. >> Yeah. >> But if both x1 and x2 are both on, then the sum here is going to be two minus the one that we get from the AND which is still one. >> So, minus one isn't enough? >> Minus with both, maybe we can do more than that. Maybe we can do minus two What happens if we do minus two? Then we've got ,X1 and X2 if they're both on, then we get a sum of one minus two plus one or zero. Which is less than our threshold so it will output zero. And in the other two cases, right, when and is off than it just acts like or. So this actually kind of does the right thing. Its actually OR minus kind of and"
5rAhHGimTOU,XOR as Perceptron Network Quiz Solution - Georgia Tech - Machine Learning,3-4,times two. [LAUGH] >> Right. And there you go. And of course there's an infinite number of solutions to this.
5g0TPrxKK6o,Perceptron Training,0-1,"Alright. So in the examples up to this point, we've be setting the weights by hand to make various functions happen. And that's not really that useful in the context of machine learning. We'd really like a system, that given examples, finds weights that map the inputs to the outputs. And we're going to actually look at two different rules that have been developed for doing exactly that, to figuring out what the weights ought to be from training examples. One is called the the Perceptron Rule, and the other is called gradient descent or the Delta Rule. And the difference between them is the perception rule is going to make use of the threshold outputs, and the, the other mechanism is going to use unthreshold values. Alright so what we need to talk about now is the perception rule for, which is, how to set the weights of a single unit. So that it matches some training set. So we've got a training set, which is a bunch of examples of x, these are vectors, and we have y's which are zeros and ones which are the, the output that we want to hit. And what we want to do is"
5g0TPrxKK6o,Perceptron Training,1-2,"set the, set the weights so that we capture this, this same data set. And we're going to do that by, modifying the weights over time. >> Oh, Michiel, what's the series of dashes over on the left. >> Oh, sorry, right. I should mention that, so one of the things that we're going to do here is were going to give a learning rate for the weights W, and not give a learning rule for Theta But we do need to learn the theta. So there's a, there's a very convenient trick for actually learning them by just treating it as a, as another kind of weight. So if you think about the way that the, the thresholding function works. We're taking a linear combination of the W's and X's, then we're comparing it to theta,but if you think about just subtracting theta from both sides, then, in some sense theta just becomes another one of the weights, and we're just comparing to zero. So what, what I did here was took the actual data, the x's, and I added what is sometimes called a, a bias unit to it. So"
5g0TPrxKK6o,Perceptron Training,2-3,"basically, the input is one always to that. And the weight corresponding to it is going to correspond to negative theta ultimately. So, just, just again, this just simplifies things so that the threshold can be treated the same as the weights. So from now on, we don't have to worry about the threshold. It just gets folded into the weights, and all our comparisons are going to be just to zero instead of some, instead of theta. Centric, yeah. It certainly makes the math shorter. So okay, so this is what we're going to do. We're going to iterate over this training set, grabbing an x, which includes the bias piece, and the y. Where y is our target X is our input. And what we're going to do is we're going to change weight i, the, the, the weight corresponding to the ith unit, by the amount that we're changing the weight by. So this is sort of a tautology, right. This is truly just saying the amount we've changed the weight by is exactly delta W - in other words the amount we've changed the weight by. So we need to define that what that weight change is. The weight change is going to be find as"
5g0TPrxKK6o,Perceptron Training,3-4,"falls. We're going to take the target, the thing that we want the output to be. And compare it to, what the network with the current weight actually spits out. So we compute this, this y hat. This approximate output y. By again summing up the inputs according to the weights and comparing it to zero. That gets us a zero one value.So we're now comparing that to what the actual value is. So what's going to happen here, if they are both zero so let's, let's look at this. Each of y and y hat can only be zero and one. If they are both zeros then this y minus y hat is zero. If they're both ones and what does that mean? It means the output should have been zero and the output of our current. Network really was zero, so that's, that's kind of good. If they are both ones, it means the output was supposed to be one and our network outputted one, and the difference between them is going to be zero. But in this other case, y minus y hat, if the output was supposed to be zero, but we said one, our network says one, then we get a negative one. If the output was supposed to be one and"
5g0TPrxKK6o,Perceptron Training,4-5,"we said zero, then we get a positive one. Okay, so those are the four cases for what's happening here. We're going to take that value multiply it by the current input to that unit i, scale it down by the sort of thing that is going to be cut the learning rate and use that as the the weight update change. So essentially what we are saying is if the output is already correct either both on or both off. Then there's gong to be no change to the weights. But, if our output is wrong. Let's say that we are giving a one when we should have been giving a zero. That means our, the total here is too large. And so we need to make it smaller. How are we going to make it smaller? Which ever input XI's correspond too, very large values, we're going to move those weights very far in a negative direction. We're taking this negative one times that value times this, this little learning rate. Alright, the other case is if the output was supposed to one but we're outputting a zero, that means our total"
5g0TPrxKK6o,Perceptron Training,5-6,"is too small. And what this rule says is increase the weights essentially to try to make the sum bigger. Now, we don't want to kind of overdo it, and that's what this learning rate is about. Learning rate basically says we'll figure out the direction that we want to move things and just take a little step in that direction. We'll keep repeating over all of the, the input output pairs. So, we'll have a chance to get in to really build things up, but we're going to do it a little bit at a time so we don't overshoot. And that's the rule. It's actually extremely simple. Like, you, actually writing this in code is, is quite trivial. And and yet, it does some remarkable things. So let's imagine for a second that we have a training set that looks like this. It's in two dimensions, again, so that it's easy to visualize. That we've got. A bunch of positive examples, these green x's and we've got a bunch of negative examples these red x's, and were trying to learn basically a half plane right? Were trying to learn a half plane that separates the positive from the negative examples. So Charles do you see a, a, half plane that we could put in here that would do the trick? >> I do."
5g0TPrxKK6o,Perceptron Training,6-7,">> What would it look like? >> It's that one. >> By that one do you mean, this one? >> Yeah. That's exactly what I was thinking, Michael. >> That's awesome! Yeah, there are isn't, isn't a whole lot of flexibility in what the answer is in this case, if we really want to get all greens on one side and all the reds on the other. If there is such a half plane that separates the positive from the negative examples, then we say that the data set is linearly separable, right? That there is a way of separating the positives and negatives with a line. And what's cool about the perception rule, is that if we have data that is linearly separable. The Perceptron Rule will find it. It only needs a finite number of iterations to find it. In fact, which I guess is really the same as saying that it will actually find it. It won't eventually get around to getting to something close to it. It will actually find a line, and it will stop saying okay I now have a set of weights that, that do the trick. So that's happens if the data set is in fact linearly separable and that's pretty cool. It's"
5g0TPrxKK6o,Perceptron Training,7-8,"pretty amazing that it can do that, it's a very simple rule and it just goes through and iterates and, and solves the problem. So. Charles Sened solves the problem. So. >> I can think of one. What if it is not linearly separable? >> Hmm, I see. So, if the data is linearlly separable, then the algorithm works, so the algorithm simply needs to only be run when the data is linearlly separable. It's generally not that easy tell actually, when your data is linearly separable especially, here we have it in two dimensions, if it's in 50 dimensions, know whether or not there is a setting of those perimeters that makes it linearly separable, not so clear. >> Well there is one way you could do it. >> Whats that? >> You could run this algorithm, and see if it ever stops. I see, yes of course, there's a problem with that particular scheme, right, which says, well for one thing this algorithm never stops, so wait, we need to, we"
5g0TPrxKK6o,Perceptron Training,8-9,"need to address that. But, but really we should be running this loop here, while, there's some error so I neglected to say that before. But what you'll notice is if you continue to run this after the point where it's getting all the answers right. It found a set of weights that lineally separate the positive and negative instances what will happen is when it gets to this delta w line that y minus y hat will always be zero the weights will never change we'll go back and update them by adding zero to them repeatedly over and over again. So. If it ever does reach zero error, if it ever does separate the data set then we can just put a little condition in there and tell it to stop filtering So what you are suggesting is that we could run this algorithm and if it stops then we know that it is linearly separable and if it doesn't stop Then we know that it's not linearly separable, right? By this guarantee. >> Sure. >> The problem is we, we don't know when finite is done, right? If, if this were like 1,000 iterations, we could run it for 1,000 if it wasn't done. It's not done, but all we know at this point is that it's a finite number"
5g0TPrxKK6o,Perceptron Training,9-10,"of iterations, and so that could be a thousand, 10 thousand, a million, ten million, we don't know, so we never know when to stop and declare the data set not linearly separable. >> Hmm, so if we could do that, then we would have solved the halting problem, and we would all have nobel prizes Well, that's not necessarily the case. But it's certainly the other direction is true. That if we could solve the halting problem, then we could solve this. >> Hm. >> But it could be that this problem might be solvable even without solving the halting problem. >> Fair enough. Okay."
1j4bERmqmOU,Gradient Descent,0-1,">> So we are going to need a learning algorithm that is more robust to non-linear separability or linear non-separability. Does that sound right? >> Non-linear separability. Non linear separability. >> Non? >> Yeah think of it. >> Left parenthesis, linear sep, spreadability left parenthesis. >> There we go, that's right, negating the whole phrase, very good. So and, Gradient descent is going to give us an algorithm for doing exactly that. So, what we're going to do now is think of things this way. So what we did before was we had a summation over all the different input features of the activation on that input feature times the weight, w, for that input feature. And we sum all those up and we get an activation. And then we have our estimated output as whether or not that activation is greater than or equal to zero. So let's imagine that the output is not thresholded when we're doing the training, and what we're going to do instead is try to figure out the weight so that the Not thresholded value is, as close"
1j4bERmqmOU,Gradient Descent,1-2,"to the target as we can. So this actually kind of brings us back to the regression story. We can define an error metric on the weight vector w. And the form of that's going to be one half, times the sum over all the data in the dataset, of what the target was supposed to be for that particular example minus what the activation actually was. Right? The activation being the dot product between the weights and the input and we're going to square that. We're going to square that error and we want to try to now minimize that. > Hey Michael, can I ask you a question? >> Sure. >> Why one half of that? >> Mm. Yes. It turns out that it turn, in terms of minimizing the error this is just a constant and it doesn't matter. So why do we stick in a half there? Let's get back to that. >> Okay. >> Just like in the regression case we're going to fall back to calculus. Right, calculus is going to tell us how we can push around these weights, to try to push this error down. Right, so we would like to know. How does changing the weight"
1j4bERmqmOU,Gradient Descent,2-3,"change the error, and let's push the weight in the direction that causes the error to go down. So we're going to take the partial derivative of the, this error metric with respect to each of the individual weights, so that we'll know for each weight which way we should push it a little bit to move in the direction of the gradient. So that's the partial dif, dif, [INAUDIBLE] So that's the partial derivitive with respect to weight wi, of exactly this error measure. So to take this partial derivitive we just use the chain rule as we always do. And what is it to take the derivitive of something like this, if you have this quantity here. We take the power, move it to the front, keep this thing, and then take the derivitive of this thing. But that, so this now answers your question, Charles. Why do we put a half in there? Because down the line, it's going to be really convenient that two and the half canceled out. So, it's just going to mean that our partial derivative is going to look simpler, even though our error measure looked a little bit more complicated. So so what we're left with then, is exactly what I said, the sum over all these data points of what"
1j4bERmqmOU,Gradient Descent,3-4,"was inside this. Quantity here times the derivative of that, and here I expanded the a to be, the definition of the a. Now, we need to take the partial derivative with respect to weight w i of this sum that involves a bunch of the ws in it. So, when don't match the w i, that derivative is going to be zero because the, you know, changing the weight won't have any impact on it. The only place where this, changing this weight has any impact is at x of i. So that's what we end up carrying down. This summation disappears. And all that's left is just the one term that matches the weight that we care about. So this is what we're left with. Now the derivative of the error with respect to any weight w sub i. Is exactly this, this sum. The sum of the difference between the activation and the target output times the activation on that input unit >> You know? That looks exactly like, almost exactly like the rule that we use with the rule that we used perceptron before. >> It does indeed! What's the"
1j4bERmqmOU,Gradient Descent,4-5,"difference? Well, actually let's Let's write this down. This is now just a derivative, but let's actually write down what our weight update is going to be because we're going to take a little step in the direction of this derivative and it's going to involve a learning rate."
zgtepSTqzgc,Comparison of Learning Rules,0-1,"So here's our update rules what they end up being. The gradient descent rule we just derived says what we want to do is more the weights in the negative direction of the gradient. So if we negate that expression that we had before and take a little step in that direction we get exactly this expression. Multiply the. The input on that weight times the target minus the activation. Whereas in the perceptron case what we were doing is taking that same activation, thresholding it. Like, determining whether it's positive or negative. Putting in a zero or a one. And putting that in here, that's what y hat is. So really it's the same thing except in one case we have done the thresholding and in the other case we have not done the thresholding. But we end up with two different algorithms with two different behaviors. The perceptron has this nice guarantee. A finite convergence, which is a really good thing, but that's only in the case where we have linear separability. Whereas the gradient descent rule is good because, calculus. >> [LAUGH]. >> I guess that's not really an answer is it. It's, the"
zgtepSTqzgc,Comparison of Learning Rules,1-2,"gradient descent rule is good because it's more. Robust. To to data sets that are not linearly separable, but it's only going to converge in the limit. To a local optimum. Alright is that, is that the story there Charles? >> As far as I'm concerned."
9qIfStTc7A4,Comparison of Learning Rules Quiz - Georgia Tech - Machine Learning,0-1,"So once we see these two things next to each other, it kind of raises the question, why, don't we just use a gradient decent type ,on an error metric that's defined in terms of y, hat instead of this, the activation a? because y hat ,is the thing, that we really want to match the output. We don't really want the activation to match the output. There's no, there's no need for that. So, it seemed there's a, bunch of different possible reasons for that. It could be, well we don't do that, because, it would just be computationally compactable. It's too, it's too much work. Another possibility ,would be, well to do the gradient descent, you'd have to be able to take the derivitive and if we use it in this form, it's not differentiable. So, we can't take the derivative. Another one is, well sure we can do all that, it's not intractable and its not, not differentiable. But, if we do that then the weights tend to grow too fast, until you end up getting unstable answers, and then, the last possible choice that we will give you is. You can do that but you can get multiple different answers and the different answers, behave differently and so this is"
9qIfStTc7A4,Comparison of Learning Rules Quiz - Georgia Tech - Machine Learning,1-2,really just to keep it from being in illdefined.
ymHKayqpp1E,Comparison of Learning Rules Quiz Quiz Solution - Georgia Tech - Machine Learning,0-1,"So why don't we do gradient descent on y hat? >> Well there could be many reasons but the main reason is it's not differentiable. It's a just discontinuous function. There's no way to take the derivative at the point where it's discontinuous. >> So this this activation thing. The, the change from. Activation to y hat has this big step function jump in it, right, at zero. So once the activation goes positive, actually at zero. It jumps up to one. And before that, it's, it's not. So the derivative is basically zero, and then that. Not differentiable, and then zero again. So really, the zero's not giving us any direction to push, in terms of how to fix the weights. And the undefined part, of course, doesn't really give us any information either. So this, this algorithm doesn't really work, if you. Try to take the derivative through this discontinuous function. But it does kind of, you know. What if we made this, more differentiable? Like, what is it that makes this so undifferentiable? It's"
